crate_name,input_data,output_data,task_category
datafusion-datasource-csv,"{""code"": ""self.options.comment = comment;"", ""code_context"": ""pub struct CsvFormat {\n    options: CsvOptions,\n}\n\nimpl CsvFormat {\n    pub fn with_comment(mut self, comment: Option<u8>) -> Self {\n        self.options.comment = comment;\n        self\n    }\n}""}","{""next_api_call"": ""self""}",api_usage_prediction
wyz,"{""code"": ""pub struct Bidi<I>\nwhere I: DoubleEndedIterator\n{\n    inner: I,\n    next: fn(&mut I) -> Option<<I as Iterator>::Item>,\n    next_back: fn(&mut I) -> Option<<I as Iterator>::Item>,\n    nth: fn(&mut I, usize) -> Option<<I as Iterator>::Item>,\n    nth_back: fn(&mut I, usize) -> Option<<I as Iterator>::Item>,\n}"", ""code_context"": null}","{""docstring"": ""An iterator that conditionally reverses itself upon creation.\n\nThis acts as a conditional `.rev()` adapter: it reverses the direction of iteration, swapping `.next()` and `.next_back()`, but only if the provided condition is true. If the condition is false, then iteration proceeds normally.\n\nThe condition is only evaluated when the adapter is constructed, and all calls to drive the iterator are branchless.""}",docstring_generation
wyz,"{""code"": ""impl<I> Bidi<I>\nwhere I: DoubleEndedIterator\n{\n    pub fn new<II>(iter: II, cond: bool) -> Self\n    where II: IntoIterator<IntoIter = I> {\n        let inner = iter.into_iter();\n        if cond {\n            Self {\n                inner,\n                next: <I as DoubleEndedIterator>::next_back,\n                next_back: <I as Iterator>::next,\n                nth: <I as DoubleEndedIterator>::nth_back,\n                nth_back: <I as Iterator>::nth,\n            }\n        } else {\n            Self {\n                inner,\n                next: <I as Iterator>::next,\n                next_back: <I as DoubleEndedIterator>::next_back,\n                nth: <I as Iterator>::nth,\n                nth_back: <I as DoubleEndedIterator>::nth_back,\n            }\n        }\n    }\n}"", ""code_context"": null}","{""docstring"": ""Applies the `Bidi` adapter to a double-ended iterator and selects the direction of traversal.\n\n## Parameters\n\n- `iter`: anything that can be made into a double-ended iterator\n- `cond`: determines whether iteration proceeds ordinarily or reversed""}",docstring_generation
wyz,"{""code"": ""impl<T> FmtForward for T\nwhere T: Sized\n{\n    fn fmt_binary(self) -> FmtBinary<Self>\n    where Self: Binary {\n        FmtBinary(self)\n    }\n}"", ""code_context"": ""use core::fmt::Binary;\n\npub struct FmtBinary<T: Binary>(pub T);""}","{""docstring"": ""Causes `self` to use its `Binary` implementation when `Debug`-formatted.\n\n## Examples\n\n```rust\n# #[cfg(feature = \""std\"")] \nuse wyz::fmt::*;\nassert_eq!(format!(\""{:?}\"", 3.fmt_binary()), \""11\"");\n```""}",docstring_generation
wyz,"{""code"": ""impl<R> RangeExt<usize> for R\nwhere R: RangeBounds<usize>\n{\n    fn normalize(\n        self,\n        start: impl Into<Option<usize>>,\n        end: impl Into<Option<usize>>\n    ) -> Range<usize> {\n        let start = match self.start_bound() {\n            Bound::Unbounded => start.into().unwrap_or(0),\n            Bound::Included(&v) => v,\n            Bound::Excluded(&v) => v.saturating_add(1),\n        };\n        let end = match self.end_bound() {\n            Bound::Unbounded => end.into().unwrap_or(!0),\n            Bound::Included(&v) => v.saturating_add(1),\n            Bound::Excluded(&v) => v,\n        };\n        if start > end {\n            end .. start\n        } else {\n            start .. end\n        }\n    }\n}"", ""code_context"": ""use core::ops::{Bound, Range, RangeBounds};\n\npub trait RangeExt<T>: RangeBounds<T>\nwhere T: Ord\n{\n    fn normalize(self, start: impl Into<Option<T>>, end: impl Into<Option<T>>) -> Range<T>;\n    // other methods omitted for brevity\n}""}","{""docstring"": ""Normalizes a range-like type to a canonical half-open `Range`.\n\n## Parameters\n\n- `self`: The range to normalize.\n- `start`: An optional fallback *inclusive* lower bound.\n- `end`: An optional fallback *exclusive* upper bound.\n\n## Returns\n\nA `Range` whose start and end values are the following, in order of decreasing priority:\n\n- `self.start()`, or if absent, the `start` parameter, or if it is `None`, `0`.\n- `self.end()`, or if absent, the `end` parameter, or if it is `None`, `!0`.""}",docstring_generation
wyz,"{""code"": ""#[macro_export]\nmacro_rules! exit {\n    () => {\n        $crate::exit!(1);\n    };\n\n    ($num:expr $(,)? ) => {\n        ::std::process::exit($num);\n    };\n\n    ($num:expr, $fmt:expr $( , $arg:expr )* $(,)? ) => {{\n        eprintln!($fmt $( , $arg )*);\n        $crate::exit!($num);\n    }};\n}"", ""code_context"": null}","{""docstring"": ""`exit!` macro\n\nThe `exit!` macro simplifies exiting with an error code, and optionally printing an error message prior to exit.\n\n# Examples\n\nThis example exits with status `1`.\n\n```rust,should_panic\nwyz::exit!();\n```\n\nThis example exits with status `2`.\n\n```rust,should_panic\nwyz::exit!(2);\n```\n\nThis example exits with status `3`, and uses `eprintln!` to print an error message before exiting. Note that if `stderr` has been closed, this will crash the program with a panic due to `SIGPIPE`, and *not* call `process::exit()`.\n\n```rust,should_panic\nwyz::exit!(3, \""Error status: {}\"", \""testing\"");\n```""}",docstring_generation
libp2p-floodsub,"{""code"": ""let message = FloodsubMessage { source: self.config.local_peer_id, data: data.into(), sequence_number: rand::random::<[u8; 20]>().to_vec(), topics: topic.into_iter().map(Into::into).collect(), };"", ""code_context"": ""use libp2p_identity::PeerId;\nuse bytes::Bytes;\nuse crate::topic::Topic;\n\n#[derive(Debug, Clone, PartialEq, Eq, Hash)]\npub struct FloodsubMessage {\n    pub source: PeerId,\n    pub data: Bytes,\n    pub sequence_number: Vec<u8>,\n    pub topics: Vec<Topic>,\n}\n\n#[derive(Debug, Clone)]\npub struct Config {\n    pub local_peer_id: PeerId,\n    pub subscribe_local_messages: bool,\n}\n\n#[derive(Debug, Clone, PartialEq, Eq, Hash)]\npub struct Topic(String);\n\nimpl Topic {\n    pub fn id(&self) -> &str { &self.0 }\n    pub fn new<S>(name: S) -> Topic where S: Into<String> { Topic(name.into()) }\n}\n\nimpl From<Topic> for String {\n    fn from(topic: Topic) -> String { topic.0 }\n}""}","{""next_api_call"": ""let self_subscribed = self.subscribed_topics.iter().any(|t| message.topics.iter().any(|u| t == u));""}",api_usage_prediction
libp2p-floodsub,"{""code"": ""let mut rpcs_to_dispatch: Vec<(PeerId, FloodsubRpc)> = Vec::new();"", ""code_context"": ""use libp2p_identity::PeerId;\nuse bytes::Bytes;\nuse crate::topic::Topic;\n\n#[derive(Debug, Clone, PartialEq, Eq, Hash)]\npub struct FloodsubMessage {\n    pub source: PeerId,\n    pub data: Bytes,\n    pub sequence_number: Vec<u8>,\n    pub topics: Vec<Topic>,\n}\n\n#[derive(Debug, Clone, PartialEq, Eq, Hash)]\npub struct FloodsubSubscription {\n    pub action: FloodsubSubscriptionAction,\n    pub topic: Topic,\n}\n\n#[derive(Debug, Clone, PartialEq, Eq, Hash)]\npub enum FloodsubSubscriptionAction {\n    Subscribe,\n    Unsubscribe,\n}\n\n#[derive(Debug, Clone, PartialEq, Eq, Hash)]\npub struct FloodsubRpc {\n    pub messages: Vec<FloodsubMessage>,\n    pub subscriptions: Vec<FloodsubSubscription>,\n}""}","{""next_api_call"": ""for (peer_id, subscr_topics) in self.connected_peers.iter() {""}",api_usage_prediction
libp2p-floodsub,"{""code"": ""let remote_peer_topics = self.connected_peers.get_mut(&propagation_source).expect(\""connected_peers is kept in sync with the peers we are connected to; we are guaranteed to only receive events from connected peers; QED\"");"", ""code_context"": ""use libp2p_identity::PeerId;\nuse crate::topic::Topic;\n\n#[derive(Debug, Clone, PartialEq, Eq, Hash)]\npub struct FloodsubSubscription {\n    pub action: FloodsubSubscriptionAction,\n    pub topic: Topic,\n}\n\n#[derive(Debug, Clone, PartialEq, Eq, Hash)]\npub enum FloodsubSubscriptionAction {\n    Subscribe,\n    Unsubscribe,\n}""}","{""next_api_call"": ""match subscription.action {""}",api_usage_prediction
datafusion-spark,"{""code"": ""fn __placeholder__(s: &str) -> bool { s.chars().all(|c| c.is_ascii_digit()) }"", ""code_context"": null}","{""function_name"": ""is_numeric""}",function_naming
datafusion-spark,"{""code"": ""fn __placeholder__(data: &[u8]) -> usize { data.len() }"", ""code_context"": null}","{""function_name"": ""binary_length""}",function_naming
datafusion-spark,"{""code"": ""fn __placeholder__(ts: &str) -> i32 { NaiveDateTime::parse_from_str(ts, \""%Y-%m-%d %H:%M:%S\"").map(|dt| dt.year()).unwrap_or(0) }"", ""code_context"": ""use chrono::{NaiveDateTime, Datelike};""}","{""function_name"": ""extract_year""}",function_naming
datafusion-spark,"{""code"": ""fn __placeholder__(delimiter: &str, items: &[String]) -> String { items.join(delimiter) }"", ""code_context"": null}","{""function_name"": ""concat_ws""}",function_naming
wyz,"{""code"": ""pub fn __placeholder__<R>(range: R) -> bool\nwhere\n    R: core::ops::RangeBounds<usize> + Clone,\n{\n    let normalized = range.clone().normalize(None, None);\n    normalized.start == normalized.end\n}"", ""code_context"": ""use crate::RangeExt;""}","{""function_name"": ""is_empty_range""}",function_naming
wyz,"{""code"": ""pub fn __placeholder__(start: usize, end_inclusive: usize) -> core::ops::Range<usize> {\n    start .. end_inclusive.saturating_add(1)\n}"", ""code_context"": null}","{""function_name"": ""inclusive_range""}",function_naming
wyz,"{""code"": ""pub fn __placeholder__<I>(iter: I, cond: bool) -> Bidi<I>\nwhere\n    I: core::iter::DoubleEndedIterator,\n{\n    Bidi::new(iter, cond)\n}"", ""code_context"": ""use crate::Bidi;""}","{""function_name"": ""make_bidi""}",function_naming
maxminddb,"{""query"": ""How can I look up the city information for a given IP address using the MaxMindDB library in Rust?"", ""code_context"": null}","{""code_snippet"": ""use std::net::IpAddr;\nuse maxminddb::{geoip2, Reader};\n\nfn main() -> Result<(), Box<dyn std::error::Error>> {\n    let reader = Reader::open_readfile(\""GeoLite2-City.mmdb\"")?;\n    let ip: IpAddr = \""89.160.20.128\"".parse()?;\n    if let Some(city) = reader.lookup::<geoip2::City>(ip)? {\n        println!(\""City info: {:?}\"", city);\n    } else {\n        println!(\""No city information found for {}\"", ip);\n    }\n    Ok(())\n}""}",code_search
maxminddb,"{""query"": ""How do I iterate over all IP networks within a CIDR block using maxminddb?"", ""code_context"": null}","{""code_snippet"": ""use ipnetwork::IpNetwork;\nuse maxminddb::{geoip2, Reader, Within};\n\nfn main() -> Result<(), Box<dyn std::error::Error>> {\n    let reader = Reader::open_readfile(\""GeoLite2-City.mmdb\"")?;\n    let cidr: IpNetwork = \""81.2.69.0/24\"".parse()?;\n    let mut iter: Within<geoip2::City, _> = reader.within(cidr)?;\n    while let Some(entry) = iter.next() {\n        let item = entry?;\n        println!(\""Network: {}, City: {:?}\"", item.ip_net, item.info);\n    }\n    Ok(())\n}""}",code_search
maxminddb,"{""query"": ""How can I handle errors when opening a MaxMind DB file with the maxminddb crate?"", ""code_context"": null}","{""code_snippet"": ""use maxminddb::{Reader, MaxMindDbError};\n\nfn main() {\n    match Reader::open_readfile(\""GeoLite2-City.mmdb\"") {\n        Ok(reader) => {\n            // Use the reader, e.g., perform a lookup\n            println!(\""Database opened successfully.\"");\n            let _ = reader; // placeholder\n        }\n        Err(e) => {\n            eprintln!(\""Failed to open MaxMind DB: {}\"", e);\n            match e {\n                MaxMindDbError::Io(io_err) => eprintln!(\""I/O error: {}\"", io_err),\n                MaxMindDbError::InvalidDatabase(msg) => eprintln!(\""Invalid database: {}\"", msg),\n                MaxMindDbError::Decoding(msg) => eprintln!(\""Decoding error: {}\"", msg),\n                MaxMindDbError::InvalidNetwork(msg) => eprintln!(\""Invalid network: {}\"", msg),\n                #[cfg(feature = \""mmap\"")]\n                MaxMindDbError::Mmap(io_err) => eprintln!(\""Mmap error: {}\"", io_err),\n                _ => {}\n            }\n        }\n    }\n}""}",code_search
maxminddb,"{""query"": ""How do I open a MaxMind DB file using memory mapping with the maxminddb crate?"", ""code_context"": null}","{""code_snippet"": ""use maxminddb::Reader;\n\n#[cfg(feature = \""mmap\"")]\nfn main() -> Result<(), Box<dyn std::error::Error>> {\n    let reader = Reader::open_mmap(\""GeoLite2-City.mmdb\"")?;\n    // Perform lookups with `reader`\n    Ok(())\n}\n\n#[cfg(not(feature = \""mmap\""))]\nfn main() -> Result<(), Box<dyn std::error::Error>> {\n    let reader = Reader::open_readfile(\""GeoLite2-City.mmdb\"")?;\n    // Perform lookups with `reader`\n    Ok(())\n}""}",code_search
libp2p-floodsub,"{""code_before"": ""pub fn subscribe(&mut self, topic: Topic) -> bool {\n    if self.subscribed_topics.iter().any(|t| t.id() == topic.id()) {\n        return false;\n    }\n\n    for peer in self.connected_peers.keys() {\n        self.events.push_back(ToSwarm::NotifyHandler {\n            peer_id: *peer,\n            handler: NotifyHandler::Any,\n            event: FloodsubRpc {\n                messages: Vec::new(),\n                subscriptions: vec![FloodsubSubscription {\n                    topic: topic.clone(),\n                    action: FloodsubSubscriptionAction::Subscribe,\n                }],\n            },\n        });\n    }\n\n    self.subscribed_topics.push(topic);\n    true\n}"", ""code_context"": ""use std::collections::{HashMap, VecDeque};\nuse libp2p_swarm::{NotifyHandler, ToSwarm};\nuse libp2p_identity::PeerId;\nuse smallvec::SmallVec;\n\n#[derive(Debug, Clone, PartialEq, Eq, Hash)]\npub struct Topic(String);\nimpl Topic {\n    pub fn id(&self) -> &str { &self.0 }\n}\n\npub struct FloodsubSubscription {\n    pub topic: Topic,\n    pub action: FloodsubSubscriptionAction,\n}\n\npub enum FloodsubSubscriptionAction {\n    Subscribe,\n    Unsubscribe,\n}\n\npub struct FloodsubRpc {\n    pub messages: Vec<()>,\n    pub subscriptions: Vec<FloodsubSubscription>,\n}\n\npub struct Behaviour {\n    pub subscribed_topics: SmallVec<[Topic; 16]>,\n    pub connected_peers: HashMap<PeerId, SmallVec<[Topic; 8]>>,\n    pub events: VecDeque<ToSwarm<Event, FloodsubRpc>>,\n}\n\npub enum Event {}""}","{""code_after"": ""pub fn subscribe(&mut self, topic: Topic) -> bool {\n    if self.subscribed_topics.contains(&topic) {\n        return false;\n    }\n\n    for peer in self.connected_peers.keys() {\n        self.events.push_back(ToSwarm::NotifyHandler {\n            peer_id: *peer,\n            handler: NotifyHandler::Any,\n            event: FloodsubRpc {\n                messages: Vec::new(),\n                subscriptions: vec![FloodsubSubscription {\n                    topic: topic.clone(),\n                    action: FloodsubSubscriptionAction::Subscribe,\n                }],\n            },\n        });\n    }\n\n    self.subscribed_topics.push(topic);\n    true\n}"", ""review_comment"": ""Replaced the manual iteration over `subscribed_topics` with the idiomatic `contains` method. Because `Topic` implements `Eq` and `Hash`, `contains` performs the same check more efficiently and makes the intent clearer. The behaviour of rejecting duplicate subscriptions remains unchanged.""}",code_review
